cause,race,county,value,samples,upper
_ncd,1,303,61.90364556700994,2,5733.9364052752135
_all,2,303,0.47408591338569883,2,57.02474477125555
_comm,2,303,0.008545229562813702,2,57.02474477125555
_inj,2,303,0.013697124425443763,2,57.02474477125555
_ncd,2,303,0.3182556876895438,2,57.02474477125555
_all,4,303,6.515094629326602,2,379.5095083052525
_comm,4,303,0.20590443211223733,2,379.5095083052525
_inj,4,303,0.10029815404716773,2,379.5095083052525
_ncd,4,303,6.631926396990454,2,379.5095083052525
_all,5,303,56.35520532576207,2,5235.461481154066
_comm,5,303,1.0953726738266496,2,5235.461481154066
_inj,5,303,1.281158570205042,2,5235.461481154066
_ncd,5,303,51.66758337180226,2,5235.461481154066
_all,6,303,0.447092788666127,2,22.613260857566857
_comm,6,303,0.00365434398508281,2,22.613260857566857
_inj,6,303,0.011935809158822312,2,22.613260857566857
_ncd,6,303,0.4469045160047673,2,22.613260857566857
_all,7,303,0.3637783528343004,2,39.32741018707279
_comm,7,303,0.005609783938734098,2,39.32741018707279
_inj,7,303,0.012081479773360052,2,39.32741018707279
_ncd,7,303,0.24400647220255403,2,39.32741018707279
_all,1,301,48.68846748922895,3,3137.344147673732
_comm,1,301,1.0090117017344669,3,3137.344147673732
_inj,1,301,0.9675356272724497,3,3137.344147673732
_ncd,1,301,41.446779533802584,3,3137.344147673732
_all,2,301,0.6096753037045836,3,65.87341206334693
_comm,2,301,0.016184402906829848,3,65.87341206334693
_inj,2,301,0.02227806309258298,3,65.87341206334693
_ncd,2,301,0.5603160970175531,3,65.87341206334693
_all,4,301,8.363656093639472,3,537.8023343082205
_comm,4,301,0.25456434712827386,3,537.8023343082205
_inj,4,301,0.13590738500234206,3,537.8023343082205
_ncd,4,301,9.087631446515084,3,537.8023343082205
_all,5,301,35.387211156072226,3,2428.467579051745
_comm,5,301,0.7908712726892874,3,2428.467579051745
_inj,5,301,0.8758615287099935,3,2428.467579051745
_ncd,5,301,33.88220952435552,3,2428.467579051745
_all,6,301,0.5526791961946216,3,19.6637050935364
_comm,6,301,0.00899129027121982,3,19.6637050935364
_inj,6,301,0.009539986941310327,3,19.6637050935364
_ncd,6,301,0.49647509965346687,3,19.6637050935364
_all,7,301,0.705403389595417,3,85.53711715688333
_comm,7,301,0.01474709304471895,3,85.53711715688333
_inj,7,301,0.029308726972031622,3,85.53711715688333
_ncd,7,301,0.7909956838145968,3,85.53711715688333
_all,1,302,123.8998404287886,3,9087.581308977846
_comm,1,302,3.041820086483646,3,9087.581308977846
_inj,1,302,2.895071612082437,3,9087.581308977846
_ncd,1,302,112.14201322842177,3,9087.581308977846
_all,2,302,2.316514085584754,3,224.1662380663149
_comm,2,302,0.059121507808289425,3,224.1662380663149
_inj,2,302,0.0839621317100904,3,224.1662380663149
_ncd,2,302,2.073406328516802,3,224.1662380663149
_all,4,302,29.313482691144205,3,1669.44856244124
_comm,4,302,0.9839913885939688,3,1669.44856244124
_inj,4,302,0.4931512260777348,3,1669.44856244124
_ncd,4,302,27.280928750545552,3,1669.44856244124
_all,5,302,88.87381098858603,3,6894.095005793861
_comm,5,302,1.9487419810272018,3,6894.095005793861
_inj,5,302,2.3448933698975027,3,6894.095005793861
_ncd,5,302,83.04965470950087,3,6894.095005793861
_all,6,302,0.15081554322340338,3,9.831852546768198
_comm,6,302,0.005195284033331601,3,9.831852546768198
_inj,6,302,0.004067250173979668,3,9.831852546768198
_ncd,6,302,0.18051107834474775,3,9.831852546768198
_all,7,302,1.8416676805963035,3,290.0396501296618
_comm,7,302,0.05351682449549685,3,290.0396501296618
_inj,7,302,0.08918720049586873,3,290.0396501296618
_ncd,7,302,1.8934010553481748,3,290.0396501296618
_all,1,303,65.31897168228235,3,5733.9364052752135
_comm,1,303,1.3088797188408061,3,5733.9364052752135
_inj,1,303,1.6026551129018813,3,5733.9364052752135
_ncd,1,303,60.37512916766991,3,5733.9364052752135
_all,2,303,0.35003298850450304,3,57.02474477125555
_comm,2,303,0.012644193011792476,3,57.02474477125555
_inj,2,303,0.016100373508313406,3,57.02474477125555
_ncd,2,303,0.2976372176566431,3,57.02474477125555
_all,4,303,6.681776594545673,3,379.5095083052525
_comm,4,303,0.1958137159032472,3,379.5095083052525
_inj,4,303,0.11980137071728196,3,379.5095083052525
_ncd,4,303,6.630670102093274,3,379.5095083052525
_all,5,303,56.247961843976256,3,5235.461481154066
_comm,5,303,1.0023833428410067,3,5235.461481154066
_inj,5,303,1.599749534217719,3,5235.461481154066
_ncd,5,303,53.23640338451273,3,5235.461481154066
_all,6,303,0.699644485579096,3,22.613260857566857
_comm,6,303,0.014120350080032295,3,22.613260857566857
_inj,6,303,0.010532923053552317,3,22.613260857566857
_ncd,6,303,0.5686128994603215,3,22.613260857566857
_all,7,303,0.35094115480658533,3,39.32741018707279
_comm,7,303,0.007653848460944071,3,39.32741018707279
_inj,7,303,0.022001944995188705,3,39.32741018707279
_ncd,7,303,0.35432188556983946,3,39.32741018707279
_all,1,301,48.4705724578616,4,3137.344147673732
_comm,1,301,0.9983407650370316,4,3137.344147673732
_inj,1,301,1.0831262372743002,4,3137.344147673732
_ncd,1,301,43.33680351894773,4,3137.344147673732
_all,2,301,0.5851337348219903,4,65.87341206334693
_comm,2,301,0.01578838809625892,4,65.87341206334693
_inj,2,301,0.025832394031697195,4,65.87341206334693
_ncd,2,301,0.5848342372126093,4,65.87341206334693
_all,4,301,8.589841937101475,4,537.8023343082205
_comm,4,301,0.2410008586881185,4,537.8023343082205
_inj,4,301,0.17669532185983564,4,537.8023343082205
_ncd,4,301,8.437387758235356,4,537.8023343082205
_all,5,301,35.484142626397116,4,2428.467579051745
_comm,5,301,0.8555202589989848,4,2428.467579051745
_inj,5,301,0.9805297203295128,4,2428.467579051745
_ncd,5,301,33.568492857152464,4,2428.467579051745
_all,6,301,0.5156686645557057,4,19.6637050935364
_comm,6,301,0.013071138960523025,4,19.6637050935364
_inj,6,301,0.004873789545542475,4,19.6637050935364
_ncd,6,301,0.4634104854607264,4,19.6637050935364
_all,7,301,0.6274498347720211,4,85.53711715688333
_comm,7,301,0.013800245484492829,4,85.53711715688333
_inj,7,301,0.032192886456696365,4,85.53711715688333
_ncd,7,301,0.541426090113929,4,85.53711715688333
_all,1,302,120.90524895764645,4,9087.581308977846
_comm,1,302,2.6080748436222345,4,9087.581308977846
_inj,1,302,2.9584119353448464,4,9087.581308977846
_ncd,1,302,112.68637197903087,4,9087.581308977846
_all,2,302,2.4347855261486715,4,224.1662380663149
_comm,2,302,0.03684279278903497,4,224.1662380663149
_inj,2,302,0.08115820125829677,4,224.1662380663149
_ncd,2,302,2.342150057666365,4,224.1662380663149
_all,4,302,28.659093412922935,4,1669.44856244124
_comm,4,302,0.7967409421646989,4,1669.44856244124
_inj,4,302,0.5004019401379134,4,1669.44856244124
_ncd,4,302,27.3160082333117,4,1669.44856244124
_all,5,302,87.78733798439977,4,6894.095005793861
_comm,5,302,2.097341296805038,4,6894.095005793861
_inj,5,302,2.590808468307008,4,6894.095005793861
_ncd,5,302,82.37249688600632,4,6894.095005793861
_all,6,302,0.18414536233192447,4,9.831852546768198
_comm,6,302,0.00737162013231152,4,9.831852546768198
_inj,6,302,0.0040425354447462085,4,9.831852546768198
_ncd,6,302,0.14118895355675348,4,9.831852546768198
_all,7,302,1.599295519243674,4,290.0396501296618
_comm,7,302,0.032086922051978314,4,290.0396501296618
_inj,7,302,0.09582980692402687,4,290.0396501296618
_ncd,7,302,1.492809823310484,4,290.0396501296618
_all,1,303,66.76620286222746,4,5733.9364052752135
_comm,1,303,1.5339408977582623,4,5733.9364052752135
_inj,1,303,1.5037538290274486,4,5733.9364052752135
_ncd,1,303,60.86680818698514,4,5733.9364052752135
_all,2,303,0.4101402996184687,4,57.02474477125555
_comm,2,303,0.009540596110344548,4,57.02474477125555
_inj,2,303,0.021509987075833747,4,57.02474477125555
_ncd,2,303,0.3934715820088552,4,57.02474477125555
_all,4,303,7.4867257450297195,4,379.5095083052525
_comm,4,303,0.187344933885209,4,379.5095083052525
_inj,4,303,0.0976675085822288,4,379.5095083052525
_ncd,4,303,6.420874128956345,4,379.5095083052525
_all,5,303,54.62001801348437,4,5235.461481154066
_comm,5,303,1.1687259875798375,4,5235.461481154066
_inj,5,303,1.331373886167729,4,5235.461481154066
_ncd,5,303,51.936894635266064,4,5235.461481154066
_all,6,303,0.5764843092799834,4,22.613260857566857
_comm,6,303,0.019880614048832585,4,22.613260857566857
_inj,6,303,0.0050193937160772795,4,22.613260857566857
_ncd,6,303,0.7025565147762867,4,22.613260857566857
_all,7,303,0.281114353672872,4,39.32741018707279
_comm,7,303,0.0059416553937246845,4,39.32741018707279
_inj,7,303,0.01349986758591012,4,39.32741018707279
_ncd,7,303,0.24613699643694878,4,39.32741018707279
_all,1,301,46.205153979165715,5,3137.344147673732
_comm,1,301,1.3358406278438162,5,3137.344147673732
_inj,1,301,1.1773549697448646,5,3137.344147673732
_ncd,1,301,44.63481159379277,5,3137.344147673732
_all,2,301,0.6209034385832416,5,65.87341206334693
_comm,2,301,0.014860870245807754,5,65.87341206334693
_inj,2,301,0.022093305157428564,5,65.87341206334693
_ncd,2,301,0.5253278597205311,5,65.87341206334693
_all,4,301,8.78291827038934,5,537.8023343082205
_comm,4,301,0.27070046842129547,5,537.8023343082205
_inj,4,301,0.13885165511101152,5,537.8023343082205
_ncd,4,301,8.010977537141633,5,537.8023343082205
_all,5,301,35.46037210169742,5,2428.467579051745
_comm,5,301,0.6626093750469942,5,2428.467579051745
_inj,5,301,0.83453563567109,5,2428.467579051745
_ncd,5,301,34.3090791642047,5,2428.467579051745
_all,6,301,0.5258004106183694,5,19.6637050935364
_comm,6,301,0.01166321912692467,5,19.6637050935364
_inj,6,301,0.008121973875255128,5,19.6637050935364
_ncd,6,301,0.4680511256882621,5,19.6637050935364
_all,7,301,0.6839966528196336,5,85.53711715688333
_comm,7,301,0.016620394419435913,5,85.53711715688333
_inj,7,301,0.03899005667393654,5,85.53711715688333
_ncd,7,301,0.7162993422963714,5,85.53711715688333
_all,1,302,122.42625380218706,5,9087.581308977846
_comm,1,302,3.308226254110808,5,9087.581308977846
_inj,1,302,2.508442203640863,5,9087.581308977846
_ncd,1,302,119.28392158548354,5,9087.581308977846
_all,2,302,2.2928321059930123,5,224.1662380663149
_comm,2,302,0.0536299753710404,5,224.1662380663149
_inj,2,302,0.066531483392172,5,224.1662380663149
_ncd,2,302,2.3931249751409793,5,224.1662380663149
_all,4,302,28.850185117526813,5,1669.44856244124
_comm,4,302,0.9662871382192514,5,1669.44856244124
_inj,4,302,0.4873001195637774,5,1669.44856244124
_ncd,4,302,26.958942610356633,5,1669.44856244124
_all,5,302,84.99463793327156,5,6894.095005793861
_comm,5,302,1.7118688952010424,5,6894.095005793861
_inj,5,302,2.2576638394890964,5,6894.095005793861
_ncd,5,302,85.53497312695742,5,6894.095005793861
_all,6,302,0.12799287759151445,5,9.831852546768198
_comm,6,302,0.003999635829975239,5,9.831852546768198
_inj,6,302,0.005019511007292701,5,9.831852546768198
_ncd,6,302,0.13992675553161285,5,9.831852546768198
_all,7,302,1.968745986389673,5,290.0396501296618
_comm,7,302,0.047342436810944626,5,290.0396501296618
_inj,7,302,0.07512884697324047,5,290.0396501296618
_ncd,7,302,1.5227480556826047,5,290.0396501296618
_all,1,303,63.1239362730998,5,5733.9364052752135
_comm,1,303,1.512159045080214,5,5733.9364052752135
_inj,1,303,1.5417481603424383,5,5733.9364052752135
_ncd,1,303,60.32389327241242,5,5733.9364052752135
_all,2,303,0.48650680070384483,5,57.02474477125555
_comm,2,303,0.012307836864763567,5,57.02474477125555
_inj,2,303,0.016345387667356513,5,57.02474477125555
_ncd,2,303,0.35629644044162767,5,57.02474477125555
_all,4,303,6.781959398884565,5,379.5095083052525
_comm,4,303,0.168329600171728,5,379.5095083052525
_inj,4,303,0.11796138513970578,5,379.5095083052525
_ncd,4,303,6.518690751569432,5,379.5095083052525
_all,5,303,57.27081252368144,5,5235.461481154066
_comm,5,303,1.35484424405794,5,5235.461481154066
_inj,5,303,1.235558719363742,5,5235.461481154066
_ncd,5,303,52.853298739637246,5,5235.461481154066
_all,6,303,0.4422602886326736,5,22.613260857566857
_comm,6,303,0.007392555179539105,5,22.613260857566857
_inj,6,303,0.007796735361445677,5,22.613260857566857
_ncd,6,303,0.5697601782988743,5,22.613260857566857
_all,7,303,0.29682751964734505,5,39.32741018707279
_comm,7,303,0.00935275861672975,5,39.32741018707279
_inj,7,303,0.013560286993185103,5,39.32741018707279
_ncd,7,303,0.39245993512974536,5,39.32741018707279
_all,1,301,45.07423848167659,6,3137.344147673732
_comm,1,301,1.266306687689975,6,3137.344147673732
_inj,1,301,0.9870022504986788,6,3137.344147673732
_ncd,1,301,45.052848866388736,6,3137.344147673732
_all,2,301,0.5288626474036435,6,65.87341206334693
_comm,2,301,0.016072079415492987,6,65.87341206334693
_inj,2,301,0.018171534552425376,6,65.87341206334693
_ncd,2,301,0.5657496164516723,6,65.87341206334693
_all,4,301,9.797621177056003,6,537.8023343082205
_comm,4,301,0.2592367695067015,6,537.8023343082205
_inj,4,301,0.16637724181856556,6,537.8023343082205
_ncd,4,301,7.891351742212441,6,537.8023343082205
_all,5,301,35.609957527110424,6,2428.467579051745
_comm,5,301,0.7678591301313851,6,2428.467579051745
_inj,5,301,0.9326777640233914,6,2428.467579051745
_ncd,5,301,33.09597508634371,6,2428.467579051745
_all,6,301,0.4209632723842309,6,19.6637050935364
_comm,6,301,0.008833200762881813,6,19.6637050935364
_inj,6,301,0.006218318991521765,6,19.6637050935364
_ncd,6,301,0.43527018256779504,6,19.6637050935364
_all,7,301,0.6991674302991746,6,85.53711715688333
_comm,7,301,0.014325506957912716,6,85.53711715688333
_inj,7,301,0.04011636525987116,6,85.53711715688333
_ncd,7,301,0.6186900615749797,6,85.53711715688333
_all,1,302,119.33259773229885,6,9087.581308977846
_comm,1,302,2.7466058943922844,6,9087.581308977846
_inj,1,302,2.484806114936114,6,9087.581308977846
_ncd,1,302,117.9663068437011,6,9087.581308977846
_all,2,302,2.3766475932214504,6,224.1662380663149
_comm,2,302,0.04909740066062147,6,224.1662380663149
_inj,2,302,0.06209074212414787,6,224.1662380663149
_ncd,2,302,1.9671993322630286,6,224.1662380663149
_all,4,302,28.75186349523549,6,1669.44856244124
_comm,4,302,0.768096633455179,6,1669.44856244124
_inj,4,302,0.48233256742453084,6,1669.44856244124
_ncd,4,302,27.349219221362475,6,1669.44856244124
_all,5,302,88.92383848556481,6,6894.095005793861
_comm,5,302,2.0014505343651656,6,6894.095005793861
_inj,5,302,2.101048279502501,6,6894.095005793861
_ncd,5,302,83.63324757831415,6,6894.095005793861
_all,6,302,0.14321179864790562,6,9.831852546768198
_comm,6,302,0.004513444853977237,6,9.831852546768198
_inj,6,302,0.002897089213606186,6,9.831852546768198
_ncd,6,302,0.14551553123314792,6,9.831852546768198
_all,7,302,1.6331524792091108,6,290.0396501296618
_comm,7,302,0.04107988524105265,6,290.0396501296618
_inj,7,302,0.09219208576772214,6,290.0396501296618
_ncd,7,302,1.7569455185079,6,290.0396501296618
_all,1,303,62.59951796539618,6,5733.9364052752135
_comm,1,303,1.2414814053161287,6,5733.9364052752135
_inj,1,303,1.2997508046858257,6,5733.9364052752135
_ncd,1,303,61.721726874800204,6,5733.9364052752135
_all,2,303,0.4004993650636682,6,57.02474477125555
_comm,2,303,0.011462722287441749,6,57.02474477125555
_inj,2,303,0.010509094181630806,6,57.02474477125555
_ncd,2,303,0.2716013011093152,6,57.02474477125555
_all,4,303,7.446829335442448,6,379.5095083052525
_comm,4,303,0.1862524476206732,6,379.5095083052525
_inj,4,303,0.13289493643723163,6,379.5095083052525
_ncd,4,303,6.884293739082742,6,379.5095083052525
_all,5,303,55.375795057601245,6,5235.461481154066
_comm,5,303,1.157421387261166,6,5235.461481154066
_inj,5,303,1.183880276468137,6,5235.461481154066
_ncd,5,303,53.92435730782548,6,5235.461481154066
_all,6,303,0.6205632697459535,6,22.613260857566857
_comm,6,303,0.01478709037845118,6,22.613260857566857
_inj,6,303,0.008205392822346008,6,22.613260857566857
_ncd,6,303,0.4641795830691989,6,22.613260857566857
_all,7,303,0.30449552403713087,6,39.32741018707279
_comm,7,303,0.005375220773773309,6,39.32741018707279
_inj,7,303,0.015364698887185172,6,39.32741018707279
_ncd,7,303,0.19159115409283836,6,39.32741018707279
_all,1,301,47.2420700773856,7,3137.344147673732
_comm,1,301,1.1409344488089563,7,3137.344147673732
_inj,1,301,0.9735773471424418,7,3137.344147673732
_ncd,1,301,43.46457815879271,7,3137.344147673732
_all,2,301,0.45551425534930434,7,65.87341206334693
_comm,2,301,0.015510941071700503,7,65.87341206334693
_inj,2,301,0.016612636629410732,7,65.87341206334693
_ncd,2,301,0.532063212636769,7,65.87341206334693
_all,4,301,8.622723088781548,7,537.8023343082205
_comm,4,301,0.26048371998459474,7,537.8023343082205
_inj,4,301,0.17735678393732113,7,537.8023343082205
_ncd,4,301,8.76252870615532,7,537.8023343082205
_all,5,301,35.453827530068786,7,2428.467579051745
_comm,5,301,0.8768056632351096,7,2428.467579051745
_inj,5,301,0.9715937179790876,7,2428.467579051745
_ncd,5,301,34.87042959817114,7,2428.467579051745
_all,6,301,0.3002279103710036,7,19.6637050935364
_comm,6,301,0.005276023707537825,7,19.6637050935364
_inj,6,301,0.007568355130052622,7,19.6637050935364
_ncd,6,301,0.28708159139094896,7,19.6637050935364
_all,7,301,0.6857892869493794,7,85.53711715688333
_comm,7,301,0.013076578630761103,7,85.53711715688333
_inj,7,301,0.03362114650023098,7,85.53711715688333
_ncd,7,301,0.6762129546309679,7,85.53711715688333
_all,1,302,119.27661107077408,7,9087.581308977846
_comm,1,302,2.8557085019820274,7,9087.581308977846
_inj,1,302,3.077732956955688,7,9087.581308977846
_ncd,1,302,116.55105873265606,7,9087.581308977846
_all,2,302,2.523875796601733,7,224.1662380663149
_comm,2,302,0.05770368889157202,7,224.1662380663149
_inj,2,302,0.05704635368947706,7,224.1662380663149
_ncd,2,302,2.0914472521406022,7,224.1662380663149
_all,4,302,27.518063857649636,7,1669.44856244124
_comm,4,302,0.8548870360458612,7,1669.44856244124
_inj,4,302,0.47682265407337726,7,1669.44856244124
_ncd,4,302,27.407025575134806,7,1669.44856244124
_all,5,302,86.89943967562775,7,6894.095005793861
_comm,5,302,2.101418209995983,7,6894.095005793861
_inj,5,302,2.3384926239648443,7,6894.095005793861
_ncd,5,302,88.54698824866294,7,6894.095005793861
_all,6,302,0.10361169106595347,7,9.831852546768198
_comm,6,302,0.002231893730950513,7,9.831852546768198
_inj,6,302,0.004608385136860535,7,9.831852546768198
_ncd,6,302,0.09223586246980389,7,9.831852546768198
_all,7,302,2.160305044635291,7,290.0396501296618
_comm,7,302,0.026113553899410624,7,290.0396501296618
_inj,7,302,0.09232588817943846,7,290.0396501296618
_ncd,7,302,1.65614494698564,7,290.0396501296618
_all,1,303,63.322336431314355,7,5733.9364052752135
_comm,1,303,1.775407527402247,7,5733.9364052752135
_inj,1,303,1.3071657450309557,7,5733.9364052752135
_ncd,1,303,60.91101937976407,7,5733.9364052752135
_all,2,303,0.2990199402149664,7,57.02474477125555
_comm,2,303,0.010466662809490017,7,57.02474477125555
_inj,2,303,0.011049024124844905,7,57.02474477125555
_ncd,2,303,0.3847348804593312,7,57.02474477125555
_all,4,303,7.032730274578595,7,379.5095083052525
_comm,4,303,0.17792603036671978,7,379.5095083052525
_inj,4,303,0.15187198301111854,7,379.5095083052525
_ncd,4,303,6.619610046226357,7,379.5095083052525
_all,5,303,55.77116759030736,7,5235.461481154066
_comm,5,303,1.357857873145131,7,5235.461481154066
_inj,5,303,1.7511814589019146,7,5235.461481154066
_ncd,5,303,51.42865620252716,7,5235.461481154066
_all,6,303,0.3636797315902185,7,22.613260857566857
_comm,6,303,0.009688689056787972,7,22.613260857566857
_inj,6,303,0.012290540966669806,7,22.613260857566857
_ncd,6,303,0.38957938764868366,7,22.613260857566857
_all,7,303,0.3161236658198001,7,39.32741018707279
_comm,7,303,0.004221551756213478,7,39.32741018707279
_inj,7,303,0.017081520363605884,7,39.32741018707279
_ncd,7,303,0.27781550962847357,7,39.32741018707279
_all,1,301,48.454952207259396,8,3137.344147673732
_comm,1,301,1.183062320043371,8,3137.344147673732
_inj,1,301,1.1601619798958687,8,3137.344147673732
_ncd,1,301,45.89746447265299,8,3137.344147673732
_all,2,301,0.5618425140919661,8,65.87341206334693
_comm,2,301,0.010783760716519455,8,65.87341206334693
_inj,2,301,0.02086825135389677,8,65.87341206334693
_ncd,2,301,0.5098038331979359,8,65.87341206334693
_all,4,301,8.680451923996847,8,537.8023343082205
_comm,4,301,0.25183568527731987,8,537.8023343082205
_inj,4,301,0.1463739662775966,8,537.8023343082205
_ncd,4,301,8.922205669060402,8,537.8023343082205
_all,5,301,35.401276224940446,8,2428.467579051745
_comm,5,301,0.7885241519948237,8,2428.467579051745
_inj,5,301,0.8947368343213333,8,2428.467579051745
_ncd,5,301,32.639912661630305,8,2428.467579051745
_all,6,301,0.43434771959405594,8,19.6637050935364
_comm,6,301,0.007945052443960291,8,19.6637050935364
